Date,US_Export_China,Ayr,Alberta,Jasper,Ida Grove,St Joseph,USG,PNW,Barreirias,Sorriso,RioVerde,PontaGrossa,Rondonopolis,Paranagua,Santos,Pecem,Ocean_USG,Ocean_PNW,Ocean_Canal,Ocean_Cape,DCV,TWC,MM,ILL,ST LOUIS,CINC,LOH,CAR-MEM,Barge_Mean,Para_Bunge,Santarem_Cargill,Santos_ADM,BRA_USD,US_Export_China_log,BRA_USD_log
12/1/2018,1.5,-1.2690000000000001,-1.024,-0.948,-0.807,-0.598,0.321,0.605,-0.948,-1.765,-0.575,-0.114,-0.997,0.667,0.7709999999999999,1.367,1.04,0.61,1.1,0.86,-0.021,0.7,0.55,0.55,0.35,0.47,0.41,0.25,0.468571429,0.0,6.3,2.28,3.89,0.4054651081081644,1.358409157630355
1/1/2019,133.0,-1.215,-1.067,-0.9670000000000001,-0.83,-0.634,0.359,0.626,-1.091,-1.83,-1.012,-0.19,-1.317,0.35700000000000004,0.49200000000000005,1.2570000000000001,0.84,0.48,0.87,0.67,-0.025,0.73,0.58,0.58,0.41,0.54,0.47,0.3,0.515714286,0.0,8.3,3.1,3.73,4.890349128221754,1.3164082336557241
2/1/2019,2813.2,-1.1520000000000001,-1.074,-0.983,-0.841,-0.561,0.504,0.628,-0.9420000000000001,-1.7590000000000001,-0.932,-0.073,-1.139,0.41600000000000004,0.579,1.25,0.92,0.52,0.96,0.75,0.371,0.76,0.61,0.74,0.5,0.67,0.58,0.37,0.604285714,0.2,4.4,9.1,3.72,7.942077904433863,1.3137236682850553
3/1/2019,1393.7,-1.1059999999999999,-0.94,-0.971,-0.754,-0.537,0.669,0.659,-0.92,-1.574,-0.904,-0.193,-1.072,0.336,0.512,1.3030000000000002,1.02,0.58,1.08,0.85,0.7,0.78,0.64,0.7,0.49,0.69,0.6,0.36,0.6085714289999999,2.8,5.0,7.0,3.85,7.239717360125464,1.3480731482996928
4/1/2019,847.3,-1.13,-0.987,-0.9109999999999999,-0.746,-0.596,0.461,0.655,-0.9990000000000001,-1.535,-0.966,-0.344,-1.129,0.23,0.414,1.1320000000000001,1.06,0.6,1.13,0.9,0.064,0.81,0.67,0.56,0.36,0.47,0.41,0.27,0.5071428570000001,2.9,2.0,4.0,3.9,6.742054823204418,1.3609765531356006
5/1/2019,1018.2,-1.11,-0.956,-0.9359999999999999,-0.68,-0.537,0.63,0.609,-0.695,-1.202,-0.69,0.085,-0.823,0.78,0.9790000000000001,0.255,1.08,0.61,1.15,0.9,0.03,0.85,0.7,0.58,0.34,0.48,0.42,0.26,0.518571429,2.8,5.4,2.2,4.0,6.925791641468236,1.3862943611198906
6/1/2019,1610.4,-1.139,-0.955,-0.9540000000000001,-0.669,-0.6509999999999999,0.7120000000000001,0.644,-0.551,-1.2990000000000002,-0.6679999999999999,0.228,-0.8490000000000001,1.0090000000000001,1.121,0.74,1.07,0.6,1.14,0.9,0.12300000000000001,0.87,0.73,0.68,0.36,0.4,0.34,0.25,0.518571429,1.9,15.4,3.9,3.86,7.384237874325581,1.3506671834767394
7/1/2019,1417.9,-1.025,-0.8590000000000001,-0.868,-0.6509999999999999,-0.58,0.7440000000000001,0.76,-0.544,-1.331,-0.631,0.217,-0.841,0.7959999999999999,0.9470000000000001,1.226,1.27,0.74,1.36,1.04,-0.005,0.9,0.83,0.69,0.44,0.38,0.33,0.3,0.552857143,3.0,19.7,2.3,3.78,7.256932182743513,1.3297240096314962
8/1/2019,2673.6,-1.1440000000000001,-0.875,-0.8420000000000001,-0.64,-0.58,0.547,0.688,-0.155,-0.857,-0.384,0.344,-0.299,1.247,1.376,1.712,1.33,0.79,1.42,1.08,-0.049,0.93,0.85,0.69,0.49,0.47,0.41,0.36,0.6,6.2,14.7,3.0,4.03,7.891181157841129,1.3937663759585917
9/1/2019,1398.0,-1.2229999999999999,-1.008,-0.857,-0.701,-0.737,0.221,0.478,-0.371,-0.96,-0.28800000000000003,0.044000000000000004,-0.386,1.002,1.1840000000000002,1.581,1.26,0.73,1.35,1.02,-0.07,0.72,0.65,0.55,0.43,0.5,0.43,0.35,0.518571429,1.1,4.0,3.6,4.12,7.242797922793756,1.415853163361435
10/1/2019,1020.8,-1.032,-0.875,-0.812,-0.778,-0.7070000000000001,0.27,0.807,-0.693,-1.115,-0.62,-0.054000000000000006,-0.6629999999999999,0.873,0.8909999999999999,1.5390000000000001,1.09,0.66,1.14,0.85,0.040999999999999995,0.7,0.64,0.52,0.37,0.52,0.45,0.28,0.49714285700000005,2.2,1.2,3.4,4.09,6.9283419125905255,1.4085449700547104
11/1/2019,3919.6,-0.9590000000000001,-0.778,-0.624,-0.6859999999999999,-0.456,0.409,0.8170000000000001,-0.43200000000000005,-0.742,-0.23600000000000002,0.191,-0.29,0.9690000000000001,0.956,0.2,0.92,0.54,0.95,0.69,-0.002,0.77,0.62,0.53,0.32,0.37,0.32,0.24,0.45285714299999996,1.5,1.7,2.0,4.16,8.273744886761664,1.425515074273172
12/1/2019,3095.4,-1.025,-0.722,-0.5710000000000001,-0.583,-0.345,0.574,0.826,-0.07200000000000001,-0.614,0.08900000000000001,0.183,-0.11599999999999999,0.9159999999999999,0.7829999999999999,1.5919999999999999,0.97,0.54,1.01,0.74,-0.17,0.77,0.57,0.46,0.28,0.35,0.3,0.21,0.42,0.0,0.7,2.0,4.11,8.037672417478658,1.4134230285081433
